nohup: ignoring input
OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
2026-05-13 08:44:04,883 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:04,883 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:04,885 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:04,885 - master_brain - INFO - Analysis complete for GBPCHF=X: HOLD (35%)
2026-05-13 08:44:04,885 - master_brain - INFO - Analyzing NZDCHF=X on 1h timeframe
2026-05-13 08:44:04,883 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:04,885 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:04,885 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:04,885 - master_brain - INFO - agent3: BUY (45%)
2026-05-13 08:44:04,885 - master_brain - INFO - agent4: BUY (35%)
2026-05-13 08:44:04,885 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:04,885 - master_brain - INFO - REASON FOR HOLD: Only 2 BUY votes. Need 3.
2026-05-13 08:44:04,885 - master_brain - INFO - Analysis complete for CADCHF=X: HOLD (40%)
2026-05-13 08:44:04,884 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:04,896 - master_brain - INFO - Analyzing USDZAR=X on 1h timeframe
2026-05-13 08:44:04,896 - master_brain - INFO - agent3: SELL (45%)
2026-05-13 08:44:04,937 - master_brain - INFO - agent4: BUY (15%)
2026-05-13 08:44:04,937 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:04,937 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:04,937 - master_brain - INFO - Analysis complete for GBPCAD=X: HOLD (30%)
2026-05-13 08:44:04,938 - master_brain - INFO - Analyzing USDMXN=X on 1h timeframe
2026-05-13 08:44:04,937 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:04,938 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:04,938 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:04,938 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:04,938 - master_brain - INFO - agent4: BUY (28%)
2026-05-13 08:44:04,938 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:04,938 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:04,938 - master_brain - INFO - Analysis complete for GBPAUD=X: HOLD (28%)
2026-05-13 08:44:04,939 - master_brain - INFO - Analyzing USDTRY=X on 1h timeframe
2026-05-13 08:44:06,743 - utils.data_fetcher - INFO - Fetching data for USDTRY=X (USDTRY=X) on 1h timeframe
2026-05-13 08:44:06,743 - utils.data_fetcher - INFO - Fetching data for USDMXN=X (USDMXN=X) on 1h timeframe
2026-05-13 08:44:06,744 - utils.data_fetcher - INFO - Fetching data for USDZAR=X (USDZAR=X) on 1h timeframe
2026-05-13 08:44:06,745 - utils.data_fetcher - INFO - Fetching data for NZDCAD=X (NZDCAD=X) on 1h timeframe
2026-05-13 08:44:06,745 - utils.data_fetcher - INFO - Fetching data for EURNZD=X (EURNZD=X) on 1h timeframe
2026-05-13 08:44:06,745 - utils.data_fetcher - INFO - Fetching data for NZDCHF=X (NZDCHF=X) on 1h timeframe
2026-05-13 08:44:06,799 - utils.data_fetcher - INFO - Successfully fetched 122 candles for NZDCHF=X
2026-05-13 08:44:06,802 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDMXN=X
2026-05-13 08:44:06,804 - utils.data_fetcher - INFO - Successfully fetched 122 candles for EURNZD=X
2026-05-13 08:44:06,818 - utils.data_fetcher - INFO - Successfully fetched 122 candles for NZDCAD=X
2026-05-13 08:44:06,820 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDZAR=X
2026-05-13 08:44:06,822 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDTRY=X
2026-05-13 08:44:08,803 - utils.data_fetcher - INFO - Fetching data for NZDCHF=X (NZDCHF=X) on 4h timeframe
2026-05-13 08:44:08,803 - utils.data_fetcher - INFO - Fetching data for USDMXN=X (USDMXN=X) on 4h timeframe
2026-05-13 08:44:08,805 - utils.data_fetcher - INFO - Fetching data for EURNZD=X (EURNZD=X) on 4h timeframe
2026-05-13 08:44:08,819 - utils.data_fetcher - INFO - Fetching data for NZDCAD=X (NZDCAD=X) on 4h timeframe
2026-05-13 08:44:08,821 - utils.data_fetcher - INFO - Fetching data for USDZAR=X (USDZAR=X) on 4h timeframe
2026-05-13 08:44:08,823 - utils.data_fetcher - INFO - Fetching data for USDTRY=X (USDTRY=X) on 4h timeframe
2026-05-13 08:44:08,842 - utils.data_fetcher - INFO - Successfully fetched 134 candles for EURNZD=X
2026-05-13 08:44:08,878 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDMXN=X
2026-05-13 08:44:08,919 - utils.data_fetcher - INFO - Successfully fetched 134 candles for NZDCAD=X
2026-05-13 08:44:08,937 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDZAR=X
2026-05-13 08:44:08,941 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDTRY=X
2026-05-13 08:44:08,977 - utils.data_fetcher - INFO - Successfully fetched 134 candles for NZDCHF=X
2026-05-13 08:44:09,159 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,160 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,160 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,160 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,160 - master_brain - INFO - agent4: BUY (23%)
2026-05-13 08:44:09,160 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,160 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:09,160 - master_brain - INFO - Analysis complete for EURNZD=X: HOLD (23%)
2026-05-13 08:44:09,215 - master_brain - INFO - Analyzing USDSGD=X on 1h timeframe
2026-05-13 08:44:09,244 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,261 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,277 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,300 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,301 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,301 - master_brain - INFO - agent4: SELL (30%)
2026-05-13 08:44:09,301 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,301 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:09,301 - master_brain - INFO - Analysis complete for USDZAR=X: HOLD (30%)
2026-05-13 08:44:09,300 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,317 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,317 - master_brain - INFO - Analyzing USDHKD=X on 1h timeframe
2026-05-13 08:44:09,317 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,336 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,337 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,338 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,341 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:09,344 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,342 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,344 - master_brain - INFO - agent4: SELL (30%)
2026-05-13 08:44:09,344 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:09,344 - master_brain - INFO - Analysis complete for USDMXN=X: HOLD (15%)
2026-05-13 08:44:09,344 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,343 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,342 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:09,345 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,345 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,345 - master_brain - INFO - Analyzing USDNOK=X on 1h timeframe
2026-05-13 08:44:09,345 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,345 - master_brain - INFO - agent4: SELL (30%)
2026-05-13 08:44:09,345 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,345 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:09,345 - master_brain - INFO - Analysis complete for NZDCAD=X: HOLD (30%)
2026-05-13 08:44:09,345 - master_brain - INFO - Analyzing USDSEK=X on 1h timeframe
2026-05-13 08:44:09,344 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:09,356 - master_brain - INFO - Analysis complete for NZDCHF=X: HOLD (30%)
2026-05-13 08:44:09,356 - master_brain - INFO - Analyzing USDDKK=X on 1h timeframe
2026-05-13 08:44:09,345 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:09,356 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:09,357 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:09,357 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:09,357 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:09,357 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:09,357 - master_brain - INFO - Analysis complete for USDTRY=X: HOLD (30%)
2026-05-13 08:44:09,357 - master_brain - INFO - Analyzing USDPLN=X on 1h timeframe
2026-05-13 08:44:11,003 - utils.data_fetcher - INFO - Fetching data for USDPLN=X (USDPLN=X) on 1h timeframe
2026-05-13 08:44:11,004 - utils.data_fetcher - INFO - Fetching data for USDSGD=X (USDSGD=X) on 1h timeframe
2026-05-13 08:44:11,006 - utils.data_fetcher - INFO - Fetching data for USDDKK=X (USDDKK=X) on 1h timeframe
2026-05-13 08:44:11,007 - utils.data_fetcher - INFO - Fetching data for USDHKD=X (USDHKD=X) on 1h timeframe
2026-05-13 08:44:11,008 - utils.data_fetcher - INFO - Fetching data for USDSEK=X (USDSEK=X) on 1h timeframe
2026-05-13 08:44:11,008 - utils.data_fetcher - INFO - Fetching data for USDNOK=X (USDNOK=X) on 1h timeframe
2026-05-13 08:44:11,039 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDSEK=X
2026-05-13 08:44:11,041 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDDKK=X
2026-05-13 08:44:11,043 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDNOK=X
2026-05-13 08:44:11,044 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDHKD=X
2026-05-13 08:44:11,056 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDSGD=X
2026-05-13 08:44:11,058 - utils.data_fetcher - INFO - Successfully fetched 122 candles for USDPLN=X
2026-05-13 08:44:13,039 - utils.data_fetcher - INFO - Fetching data for USDSEK=X (USDSEK=X) on 4h timeframe
2026-05-13 08:44:13,042 - utils.data_fetcher - INFO - Fetching data for USDDKK=X (USDDKK=X) on 4h timeframe
2026-05-13 08:44:13,043 - utils.data_fetcher - INFO - Fetching data for USDNOK=X (USDNOK=X) on 4h timeframe
2026-05-13 08:44:13,045 - utils.data_fetcher - INFO - Fetching data for USDHKD=X (USDHKD=X) on 4h timeframe
2026-05-13 08:44:13,057 - utils.data_fetcher - INFO - Fetching data for USDSGD=X (USDSGD=X) on 4h timeframe
2026-05-13 08:44:13,063 - utils.data_fetcher - INFO - Fetching data for USDPLN=X (USDPLN=X) on 4h timeframe
2026-05-13 08:44:13,081 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDNOK=X
2026-05-13 08:44:13,101 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDDKK=X
2026-05-13 08:44:13,102 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDHKD=X
2026-05-13 08:44:13,104 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDSEK=X
2026-05-13 08:44:13,110 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDSGD=X
2026-05-13 08:44:13,298 - utils.data_fetcher - INFO - Successfully fetched 134 candles for USDPLN=X
2026-05-13 08:44:13,464 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,495 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,495 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,495 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:13,495 - master_brain - INFO - agent4: BUY (15%)
2026-05-13 08:44:13,495 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,495 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:13,496 - master_brain - INFO - Analysis complete for USDNOK=X: HOLD (15%)
2026-05-13 08:44:13,496 - master_brain - INFO - Analyzing BTC-USD on 1h timeframe
2026-05-13 08:44:13,479 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,502 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,502 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,502 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:13,502 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:13,502 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,502 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:13,502 - master_brain - INFO - Analysis complete for USDSEK=X: HOLD (30%)
2026-05-13 08:44:13,502 - master_brain - INFO - Analyzing ETH-USD on 1h timeframe
2026-05-13 08:44:13,478 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,537 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,537 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,537 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:13,537 - master_brain - INFO - agent4: BUY (35%)
2026-05-13 08:44:13,538 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,538 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:13,538 - master_brain - INFO - Analysis complete for USDHKD=X: HOLD (35%)
2026-05-13 08:44:13,540 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,540 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,541 - master_brain - INFO - Analyzing LTC-USD on 1h timeframe
2026-05-13 08:44:13,541 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,564 - master_brain - INFO - agent3: SELL (50%)
2026-05-13 08:44:13,564 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:13,564 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,564 - master_brain - INFO - REASON FOR HOLD: Only 2 SELL votes. Need 3.
2026-05-13 08:44:13,564 - master_brain - INFO - Analysis complete for USDSGD=X: HOLD (32%)
2026-05-13 08:44:13,564 - master_brain - INFO - Analyzing XRP-USD on 1h timeframe
2026-05-13 08:44:13,543 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,565 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,578 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:13,578 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,578 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:13,578 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:13,579 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:13,579 - master_brain - INFO - agent4: SELL (54%)
2026-05-13 08:44:13,579 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:13,579 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,579 - master_brain - INFO - agent4: SELL (51%)
2026-05-13 08:44:13,579 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:13,579 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:13,579 - master_brain - INFO - Analysis complete for USDDKK=X: HOLD (54%)
2026-05-13 08:44:13,580 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:13,580 - master_brain - INFO - Analysis complete for USDPLN=X: HOLD (51%)
2026-05-13 08:44:13,580 - master_brain - INFO - Analyzing BCH-USD on 1h timeframe
2026-05-13 08:44:13,580 - master_brain - INFO - Analyzing ADA-USD on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for ETH-USD (ETH-USD) on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for ADA-USD (ADA-USD) on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for BCH-USD (BCH-USD) on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for XRP-USD (XRP-USD) on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for BTC-USD (BTC-USD) on 1h timeframe
2026-05-13 08:44:15,319 - utils.data_fetcher - INFO - Fetching data for LTC-USD (LTC-USD) on 1h timeframe
2026-05-13 08:44:15,376 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ADA-USD
2026-05-13 08:44:15,380 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ETH-USD
2026-05-13 08:44:15,383 - utils.data_fetcher - INFO - Successfully fetched 170 candles for BCH-USD
2026-05-13 08:44:15,385 - utils.data_fetcher - INFO - Successfully fetched 170 candles for BTC-USD
2026-05-13 08:44:15,398 - utils.data_fetcher - INFO - Successfully fetched 170 candles for LTC-USD
2026-05-13 08:44:15,400 - utils.data_fetcher - INFO - Successfully fetched 170 candles for XRP-USD
2026-05-13 08:44:17,378 - utils.data_fetcher - INFO - Fetching data for ADA-USD (ADA-USD) on 4h timeframe
2026-05-13 08:44:17,381 - utils.data_fetcher - INFO - Fetching data for ETH-USD (ETH-USD) on 4h timeframe
2026-05-13 08:44:17,383 - utils.data_fetcher - INFO - Fetching data for BCH-USD (BCH-USD) on 4h timeframe
2026-05-13 08:44:17,396 - utils.data_fetcher - INFO - Fetching data for BTC-USD (BTC-USD) on 4h timeframe
2026-05-13 08:44:17,398 - utils.data_fetcher - INFO - Fetching data for LTC-USD (LTC-USD) on 4h timeframe
2026-05-13 08:44:17,400 - utils.data_fetcher - INFO - Fetching data for XRP-USD (XRP-USD) on 4h timeframe
2026-05-13 08:44:17,417 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ETH-USD
2026-05-13 08:44:17,462 - utils.data_fetcher - INFO - Successfully fetched 182 candles for BCH-USD
2026-05-13 08:44:17,484 - utils.data_fetcher - INFO - Successfully fetched 182 candles for BTC-USD
2026-05-13 08:44:17,485 - utils.data_fetcher - INFO - Successfully fetched 182 candles for LTC-USD
2026-05-13 08:44:17,495 - utils.data_fetcher - INFO - Successfully fetched 182 candles for XRP-USD
2026-05-13 08:44:17,498 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ADA-USD
2026-05-13 08:44:17,824 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,839 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,841 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,856 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,858 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,859 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,878 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,862 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,876 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,878 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,860 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent3: BUY (50%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent4: SELL (43%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,880 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:17,880 - master_brain - INFO - agent4: SELL (41%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:17,880 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,881 - master_brain - INFO - Analysis complete for XRP-USD: HOLD (43%)
2026-05-13 08:44:17,881 - master_brain - INFO - Analyzing SOL-USD on 1h timeframe
2026-05-13 08:44:17,878 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:17,881 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,881 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:17,881 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:17,881 - master_brain - INFO - agent4: BUY (15%)
2026-05-13 08:44:17,882 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,881 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:17,882 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,882 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:17,882 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:17,882 - master_brain - INFO - Analysis complete for BCH-USD: HOLD (15%)
2026-05-13 08:44:17,882 - master_brain - INFO - Analysis complete for ETH-USD: HOLD (45%)
2026-05-13 08:44:17,882 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:17,882 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,880 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:17,883 - master_brain - INFO - Analyzing DOT-USD on 1h timeframe
2026-05-13 08:44:17,883 - master_brain - INFO - Analyzing DOGE-USD on 1h timeframe
2026-05-13 08:44:17,883 - master_brain - INFO - Analysis complete for LTC-USD: HOLD (30%)
2026-05-13 08:44:17,883 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:17,883 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:17,884 - master_brain - INFO - Analyzing AVAX-USD on 1h timeframe
2026-05-13 08:44:17,884 - master_brain - INFO - Analysis complete for BTC-USD: HOLD (30%)
2026-05-13 08:44:17,884 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:17,884 - master_brain - INFO - Analyzing MATIC-USD on 1h timeframe
2026-05-13 08:44:17,885 - master_brain - INFO - agent3: BUY (50%)
2026-05-13 08:44:17,885 - master_brain - INFO - agent4: HOLD (30%)
2026-05-13 08:44:17,885 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:17,885 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:17,885 - master_brain - INFO - Analysis complete for ADA-USD: HOLD (50%)
2026-05-13 08:44:17,885 - master_brain - INFO - Analyzing LINK-USD on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for AVAX-USD (AVAX-USD) on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for DOGE-USD (DOGE-USD) on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for LINK-USD (LINK-USD) on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for DOT-USD (DOT-USD) on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for SOL-USD (SOL-USD) on 1h timeframe
2026-05-13 08:44:19,642 - utils.data_fetcher - INFO - Fetching data for MATIC-USD (MATIC-USD) on 1h timeframe
2026-05-13 08:44:19,682 - utils.data_fetcher - INFO - Successfully fetched 170 candles for LINK-USD
2026-05-13 08:44:19,695 - utils.data_fetcher - INFO - Successfully fetched 170 candles for AVAX-USD
2026-05-13 08:44:19,696 - utils.data_fetcher - ERROR - Failed to fetch data for MATIC-USD: No data available for symbol: MATIC-USD (MATIC-USD)
2026-05-13 08:44:19,697 - utils.data_fetcher - WARNING - Attempt 1/3 failed: No data available for symbol: MATIC-USD (MATIC-USD). Retrying in 1.0s...
2026-05-13 08:44:19,699 - utils.data_fetcher - INFO - Successfully fetched 170 candles for DOGE-USD
2026-05-13 08:44:19,702 - utils.data_fetcher - INFO - Successfully fetched 170 candles for SOL-USD
2026-05-13 08:44:19,703 - utils.data_fetcher - INFO - Successfully fetched 170 candles for DOT-USD
2026-05-13 08:44:20,697 - utils.data_fetcher - INFO - Fetching data for MATIC-USD (MATIC-USD) on 1h timeframe
2026-05-13 08:44:20,738 - utils.data_fetcher - ERROR - Failed to fetch data for MATIC-USD: No data available for symbol: MATIC-USD (MATIC-USD)
2026-05-13 08:44:20,739 - utils.data_fetcher - WARNING - Attempt 2/3 failed: No data available for symbol: MATIC-USD (MATIC-USD). Retrying in 2.0s...
2026-05-13 08:44:21,683 - utils.data_fetcher - INFO - Fetching data for LINK-USD (LINK-USD) on 4h timeframe
2026-05-13 08:44:21,696 - utils.data_fetcher - INFO - Fetching data for AVAX-USD (AVAX-USD) on 4h timeframe
2026-05-13 08:44:21,699 - utils.data_fetcher - INFO - Fetching data for DOGE-USD (DOGE-USD) on 4h timeframe
2026-05-13 08:44:21,703 - utils.data_fetcher - INFO - Fetching data for SOL-USD (SOL-USD) on 4h timeframe
2026-05-13 08:44:21,704 - utils.data_fetcher - INFO - Fetching data for DOT-USD (DOT-USD) on 4h timeframe
2026-05-13 08:44:21,718 - utils.data_fetcher - INFO - Successfully fetched 182 candles for LINK-USD
2026-05-13 08:44:21,739 - utils.data_fetcher - INFO - Successfully fetched 182 candles for SOL-USD
2026-05-13 08:44:21,756 - utils.data_fetcher - INFO - Successfully fetched 182 candles for AVAX-USD
2026-05-13 08:44:21,798 - utils.data_fetcher - INFO - Successfully fetched 182 candles for DOGE-USD
2026-05-13 08:44:21,858 - utils.data_fetcher - INFO - Successfully fetched 182 candles for DOT-USD
2026-05-13 08:44:22,040 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:22,040 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:22,041 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:22,041 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:22,041 - master_brain - INFO - agent4: SELL (45%)
2026-05-13 08:44:22,041 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:22,041 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:22,041 - master_brain - INFO - Analysis complete for LINK-USD: HOLD (45%)
