nohup: ignoring input
OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k
2026-05-13 08:44:22,059 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:22,059 - master_brain - INFO - Analyzing UNI-USD on 1h timeframe
2026-05-13 08:44:22,065 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:22,095 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:22,095 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:22,095 - master_brain - INFO - agent4: SELL (46%)
2026-05-13 08:44:22,095 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:22,095 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:22,096 - master_brain - INFO - Analysis complete for DOT-USD: HOLD (46%)
2026-05-13 08:44:22,063 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:22,099 - master_brain - INFO - Analyzing ATOM-USD on 1h timeframe
2026-05-13 08:44:22,101 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:22,117 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:22,117 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:22,117 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:22,117 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:22,118 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:22,118 - master_brain - INFO - Analysis complete for SOL-USD: HOLD (30%)
2026-05-13 08:44:22,119 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:22,119 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:22,120 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:22,120 - master_brain - INFO - Analyzing XLM-USD on 1h timeframe
2026-05-13 08:44:22,122 - master_brain - INFO - agent3: BUY (50%)
2026-05-13 08:44:22,123 - master_brain - INFO - agent4: SELL (45%)
2026-05-13 08:44:22,123 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:22,123 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:22,123 - master_brain - INFO - Analysis complete for DOGE-USD: HOLD (47%)
2026-05-13 08:44:22,124 - master_brain - INFO - Analyzing ETC-USD on 1h timeframe
2026-05-13 08:44:22,141 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:22,141 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:22,141 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:22,141 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:22,141 - master_brain - INFO - agent4: SELL (41%)
2026-05-13 08:44:22,141 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:22,141 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:22,141 - master_brain - INFO - Analysis complete for AVAX-USD: HOLD (41%)
2026-05-13 08:44:22,141 - master_brain - INFO - Analyzing FIL-USD on 1h timeframe
2026-05-13 08:44:22,739 - utils.data_fetcher - INFO - Fetching data for MATIC-USD (MATIC-USD) on 1h timeframe
2026-05-13 08:44:22,765 - utils.data_fetcher - ERROR - Failed to fetch data for MATIC-USD: No data available for symbol: MATIC-USD (MATIC-USD)
2026-05-13 08:44:22,766 - utils.data_fetcher - ERROR - All 3 attempts failed: No data available for symbol: MATIC-USD (MATIC-USD)
2026-05-13 08:44:22,766 - master_brain - ERROR - Analysis failed for MATIC-USD: No data available for symbol: MATIC-USD (MATIC-USD)
Traceback (most recent call last):
  File "/workspace/master_brain.py", line 95, in analyze_single
    df_main = fetch_ohlcv(symbol, interval=tf, period='7d')
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 95, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 130, in wrapper
    raise last_exception
  File "/workspace/utils/data_fetcher.py", line 117, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 218, in fetch_ohlcv
    raise ValueError(f"No data available for symbol: {symbol} ({yahoo_symbol})")
ValueError: No data available for symbol: MATIC-USD (MATIC-USD)
2026-05-13 08:44:22,767 - master_brain - INFO - Analyzing TRX-USD on 1h timeframe
2026-05-13 08:44:23,860 - utils.data_fetcher - INFO - Fetching data for FIL-USD (FIL-USD) on 1h timeframe
2026-05-13 08:44:23,861 - utils.data_fetcher - INFO - Fetching data for ETC-USD (ETC-USD) on 1h timeframe
2026-05-13 08:44:23,861 - utils.data_fetcher - INFO - Fetching data for TRX-USD (TRX-USD) on 1h timeframe
2026-05-13 08:44:23,861 - utils.data_fetcher - INFO - Fetching data for XLM-USD (XLM-USD) on 1h timeframe
2026-05-13 08:44:23,861 - utils.data_fetcher - INFO - Fetching data for UNI-USD (UNI-USD) on 1h timeframe
2026-05-13 08:44:23,861 - utils.data_fetcher - INFO - Fetching data for ATOM-USD (ATOM-USD) on 1h timeframe
2026-05-13 08:44:23,901 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ETC-USD
2026-05-13 08:44:23,903 - utils.data_fetcher - INFO - Successfully fetched 170 candles for TRX-USD
2026-05-13 08:44:23,915 - utils.data_fetcher - INFO - Successfully fetched 170 candles for FIL-USD
2026-05-13 08:44:23,920 - utils.data_fetcher - INFO - Successfully fetched 170 candles for XLM-USD
2026-05-13 08:44:23,921 - utils.data_fetcher - ERROR - Failed to fetch data for UNI-USD: No data available for symbol: UNI-USD (UNI-USD)
2026-05-13 08:44:23,921 - utils.data_fetcher - WARNING - Attempt 1/3 failed: No data available for symbol: UNI-USD (UNI-USD). Retrying in 1.0s...
2026-05-13 08:44:23,921 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ATOM-USD
2026-05-13 08:44:24,921 - utils.data_fetcher - INFO - Fetching data for UNI-USD (UNI-USD) on 1h timeframe
2026-05-13 08:44:24,951 - utils.data_fetcher - ERROR - Failed to fetch data for UNI-USD: No data available for symbol: UNI-USD (UNI-USD)
2026-05-13 08:44:24,951 - utils.data_fetcher - WARNING - Attempt 2/3 failed: No data available for symbol: UNI-USD (UNI-USD). Retrying in 2.0s...
2026-05-13 08:44:25,917 - utils.data_fetcher - INFO - Fetching data for ETC-USD (ETC-USD) on 4h timeframe
2026-05-13 08:44:25,918 - utils.data_fetcher - INFO - Fetching data for TRX-USD (TRX-USD) on 4h timeframe
2026-05-13 08:44:25,919 - utils.data_fetcher - INFO - Fetching data for FIL-USD (FIL-USD) on 4h timeframe
2026-05-13 08:44:25,921 - utils.data_fetcher - INFO - Fetching data for XLM-USD (XLM-USD) on 4h timeframe
2026-05-13 08:44:25,922 - utils.data_fetcher - INFO - Fetching data for ATOM-USD (ATOM-USD) on 4h timeframe
2026-05-13 08:44:25,949 - utils.data_fetcher - INFO - Successfully fetched 182 candles for TRX-USD
2026-05-13 08:44:25,981 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ATOM-USD
2026-05-13 08:44:25,983 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ETC-USD
2026-05-13 08:44:25,997 - utils.data_fetcher - INFO - Successfully fetched 182 candles for FIL-USD
2026-05-13 08:44:26,076 - utils.data_fetcher - INFO - Successfully fetched 182 candles for XLM-USD
2026-05-13 08:44:26,284 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:26,317 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:26,317 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:26,301 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:26,323 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:26,323 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:26,323 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:26,322 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:26,341 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:26,341 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:26,341 - master_brain - INFO - agent4: BUY (15%)
2026-05-13 08:44:26,341 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:26,341 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:26,343 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:26,342 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:26,343 - master_brain - INFO - Analysis complete for TRX-USD: HOLD (15%)
2026-05-13 08:44:26,358 - master_brain - INFO - Analyzing EOS-USD on 1h timeframe
2026-05-13 08:44:26,343 - master_brain - INFO - Analysis complete for ATOM-USD: HOLD (15%)
2026-05-13 08:44:26,357 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:26,341 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:26,361 - master_brain - INFO - Analyzing AAVE-USD on 1h timeframe
2026-05-13 08:44:26,363 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:26,363 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:26,363 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:26,363 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:26,363 - master_brain - INFO - agent4: HOLD (30%)
2026-05-13 08:44:26,363 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:26,363 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:26,364 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:26,364 - master_brain - INFO - REASON FOR HOLD: Only 0 SELL votes. Need 3.
2026-05-13 08:44:26,364 - master_brain - INFO - agent3: BUY (50%)
2026-05-13 08:44:26,364 - master_brain - INFO - Analysis complete for FIL-USD: HOLD (0%)
2026-05-13 08:44:26,364 - master_brain - INFO - Analyzing XMR-USD on 1h timeframe
2026-05-13 08:44:26,364 - master_brain - INFO - agent4: HOLD (30%)
2026-05-13 08:44:26,364 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:26,364 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:26,365 - master_brain - INFO - Analysis complete for XLM-USD: HOLD (50%)
2026-05-13 08:44:26,365 - master_brain - INFO - Analyzing ALGO-USD on 1h timeframe
2026-05-13 08:44:26,364 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:26,376 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:26,376 - master_brain - INFO - agent4: HOLD (30%)
2026-05-13 08:44:26,376 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:26,376 - master_brain - INFO - REASON FOR HOLD: Only 0 SELL votes. Need 3.
2026-05-13 08:44:26,376 - master_brain - INFO - Analysis complete for ETC-USD: HOLD (0%)
2026-05-13 08:44:26,376 - master_brain - INFO - Analyzing VET-USD on 1h timeframe
2026-05-13 08:44:26,951 - utils.data_fetcher - INFO - Fetching data for UNI-USD (UNI-USD) on 1h timeframe
2026-05-13 08:44:26,978 - utils.data_fetcher - ERROR - Failed to fetch data for UNI-USD: No data available for symbol: UNI-USD (UNI-USD)
2026-05-13 08:44:26,979 - utils.data_fetcher - ERROR - All 3 attempts failed: No data available for symbol: UNI-USD (UNI-USD)
2026-05-13 08:44:26,979 - master_brain - ERROR - Analysis failed for UNI-USD: No data available for symbol: UNI-USD (UNI-USD)
Traceback (most recent call last):
  File "/workspace/master_brain.py", line 95, in analyze_single
    df_main = fetch_ohlcv(symbol, interval=tf, period='7d')
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 95, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 130, in wrapper
    raise last_exception
  File "/workspace/utils/data_fetcher.py", line 117, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/workspace/utils/data_fetcher.py", line 218, in fetch_ohlcv
    raise ValueError(f"No data available for symbol: {symbol} ({yahoo_symbol})")
ValueError: No data available for symbol: UNI-USD (UNI-USD)
2026-05-13 08:44:26,980 - master_brain - INFO - Analyzing ICP-USD on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for AAVE-USD (AAVE-USD) on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for VET-USD (VET-USD) on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for EOS-USD (EOS-USD) on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for ICP-USD (ICP-USD) on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for ALGO-USD (ALGO-USD) on 1h timeframe
2026-05-13 08:44:28,122 - utils.data_fetcher - INFO - Fetching data for XMR-USD (XMR-USD) on 1h timeframe
2026-05-13 08:44:28,179 - utils.data_fetcher - INFO - Successfully fetched 170 candles for XMR-USD
2026-05-13 08:44:28,181 - utils.data_fetcher - INFO - Successfully fetched 170 candles for VET-USD
2026-05-13 08:44:28,198 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ALGO-USD
2026-05-13 08:44:28,200 - utils.data_fetcher - INFO - Successfully fetched 170 candles for AAVE-USD
2026-05-13 08:44:28,203 - utils.data_fetcher - INFO - Successfully fetched 170 candles for EOS-USD
2026-05-13 08:44:28,217 - utils.data_fetcher - INFO - Successfully fetched 170 candles for ICP-USD
2026-05-13 08:44:30,182 - utils.data_fetcher - INFO - Fetching data for VET-USD (VET-USD) on 4h timeframe
2026-05-13 08:44:30,183 - utils.data_fetcher - INFO - Fetching data for XMR-USD (XMR-USD) on 4h timeframe
2026-05-13 08:44:30,202 - utils.data_fetcher - INFO - Fetching data for ALGO-USD (ALGO-USD) on 4h timeframe
2026-05-13 08:44:30,204 - utils.data_fetcher - INFO - Fetching data for AAVE-USD (AAVE-USD) on 4h timeframe
2026-05-13 08:44:30,205 - utils.data_fetcher - INFO - Fetching data for EOS-USD (EOS-USD) on 4h timeframe
2026-05-13 08:44:30,213 - utils.data_fetcher - INFO - Successfully fetched 182 candles for VET-USD
2026-05-13 08:44:30,218 - utils.data_fetcher - INFO - Fetching data for ICP-USD (ICP-USD) on 4h timeframe
2026-05-13 08:44:30,237 - utils.data_fetcher - INFO - Successfully fetched 182 candles for XMR-USD
2026-05-13 08:44:30,258 - utils.data_fetcher - INFO - Successfully fetched 182 candles for AAVE-USD
2026-05-13 08:44:30,296 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ALGO-USD
2026-05-13 08:44:30,322 - utils.data_fetcher - INFO - Successfully fetched 182 candles for ICP-USD
2026-05-13 08:44:30,380 - utils.data_fetcher - INFO - Successfully fetched 182 candles for EOS-USD
2026-05-13 08:44:30,576 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,580 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,617 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,618 - master_brain - INFO - agent3: BUY (45%)
2026-05-13 08:44:30,618 - master_brain - INFO - agent4: SELL (42%)
2026-05-13 08:44:30,618 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,618 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:30,618 - master_brain - INFO - Analysis complete for AAVE-USD: HOLD (43%)
2026-05-13 08:44:30,636 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,642 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,642 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,642 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:30,642 - master_brain - INFO - agent4: SELL (44%)
2026-05-13 08:44:30,642 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,642 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:30,642 - master_brain - INFO - Analysis complete for VET-USD: HOLD (44%)
2026-05-13 08:44:30,643 - master_brain - INFO - Analyzing THETA-USD on 1h timeframe
2026-05-13 08:44:30,661 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,662 - master_brain - INFO - Analyzing GC=F on 1h timeframe
2026-05-13 08:44:30,676 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,698 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,701 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,701 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,699 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,701 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:30,701 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:30,704 - master_brain - INFO - agent4: BUY (30%)
2026-05-13 08:44:30,704 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,705 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:30,705 - master_brain - INFO - Analysis complete for EOS-USD: HOLD (30%)
2026-05-13 08:44:30,705 - master_brain - INFO - Analyzing SI=F on 1h timeframe
2026-05-13 08:44:30,703 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,705 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,705 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,705 - master_brain - INFO - agent3: SELL (50%)
2026-05-13 08:44:30,705 - master_brain - INFO - agent4: BUY (15%)
2026-05-13 08:44:30,705 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,705 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:30,705 - master_brain - INFO - Analysis complete for ALGO-USD: HOLD (32%)
2026-05-13 08:44:30,701 - master_brain - INFO - agent4: BUY (23%)
2026-05-13 08:44:30,716 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,716 - master_brain - INFO - Analyzing PL=F on 1h timeframe
2026-05-13 08:44:30,716 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:30,717 - master_brain - INFO - Analysis complete for XMR-USD: HOLD (23%)
2026-05-13 08:44:30,717 - master_brain - INFO - Analyzing PA=F on 1h timeframe
2026-05-13 08:44:30,704 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:30,717 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:30,717 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:30,717 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:30,717 - master_brain - INFO - agent4: SELL (49%)
2026-05-13 08:44:30,717 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:30,717 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:30,718 - master_brain - INFO - Analysis complete for ICP-USD: HOLD (49%)
2026-05-13 08:44:30,718 - master_brain - INFO - Analyzing CL=F on 1h timeframe
2026-05-13 08:44:32,381 - utils.data_fetcher - INFO - Fetching data for PA=F (PA=F) on 1h timeframe
2026-05-13 08:44:32,381 - utils.data_fetcher - INFO - Fetching data for SI=F (SI=F) on 1h timeframe
2026-05-13 08:44:32,381 - utils.data_fetcher - INFO - Fetching data for THETA-USD (THETA-USD) on 1h timeframe
2026-05-13 08:44:32,381 - utils.data_fetcher - INFO - Fetching data for PL=F (PL=F) on 1h timeframe
2026-05-13 08:44:32,383 - utils.data_fetcher - INFO - Fetching data for CL=F (CL=F) on 1h timeframe
2026-05-13 08:44:32,381 - utils.data_fetcher - INFO - Fetching data for GC=F (GC=F) on 1h timeframe
2026-05-13 08:44:32,436 - utils.data_fetcher - INFO - Successfully fetched 146 candles for PL=F
2026-05-13 08:44:32,438 - utils.data_fetcher - INFO - Successfully fetched 146 candles for SI=F
2026-05-13 08:44:32,440 - utils.data_fetcher - INFO - Successfully fetched 170 candles for THETA-USD
2026-05-13 08:44:32,441 - utils.data_fetcher - INFO - Successfully fetched 146 candles for PA=F
2026-05-13 08:44:32,458 - utils.data_fetcher - INFO - Successfully fetched 146 candles for GC=F
2026-05-13 08:44:32,460 - utils.data_fetcher - INFO - Successfully fetched 146 candles for CL=F
2026-05-13 08:44:34,437 - utils.data_fetcher - INFO - Fetching data for PL=F (PL=F) on 4h timeframe
2026-05-13 08:44:34,443 - utils.data_fetcher - INFO - Fetching data for SI=F (SI=F) on 4h timeframe
2026-05-13 08:44:34,459 - utils.data_fetcher - INFO - Fetching data for THETA-USD (THETA-USD) on 4h timeframe
2026-05-13 08:44:34,459 - utils.data_fetcher - INFO - Fetching data for PA=F (PA=F) on 4h timeframe
2026-05-13 08:44:34,461 - utils.data_fetcher - INFO - Fetching data for CL=F (CL=F) on 4h timeframe
2026-05-13 08:44:34,462 - utils.data_fetcher - INFO - Fetching data for GC=F (GC=F) on 4h timeframe
2026-05-13 08:44:34,469 - utils.data_fetcher - INFO - Successfully fetched 158 candles for PL=F
2026-05-13 08:44:34,496 - utils.data_fetcher - INFO - Successfully fetched 158 candles for SI=F
2026-05-13 08:44:34,561 - utils.data_fetcher - INFO - Successfully fetched 158 candles for CL=F
2026-05-13 08:44:34,566 - utils.data_fetcher - INFO - Successfully fetched 158 candles for GC=F
2026-05-13 08:44:34,598 - utils.data_fetcher - INFO - Successfully fetched 182 candles for THETA-USD
2026-05-13 08:44:34,599 - utils.data_fetcher - INFO - Successfully fetched 158 candles for PA=F
2026-05-13 08:44:34,663 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,695 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,695 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,695 - master_brain - INFO - agent3: BUY (45%)
2026-05-13 08:44:34,696 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:34,696 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,696 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:34,696 - master_brain - INFO - Analysis complete for SI=F: HOLD (30%)
2026-05-13 08:44:34,703 - master_brain - INFO - Analyzing BZ=F on 1h timeframe
2026-05-13 08:44:34,861 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,876 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,876 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,876 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:34,876 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:34,876 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,876 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:34,876 - master_brain - INFO - Analysis complete for PL=F: HOLD (15%)
2026-05-13 08:44:34,882 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,897 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,897 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,897 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:34,897 - master_brain - INFO - agent4: SELL (15%)
2026-05-13 08:44:34,898 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,898 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:34,898 - master_brain - INFO - Analysis complete for CL=F: HOLD (15%)
2026-05-13 08:44:34,898 - master_brain - INFO - Analyzing NG=F on 1h timeframe
2026-05-13 08:44:34,898 - master_brain - INFO - Analyzing YM=F on 1h timeframe
2026-05-13 08:44:34,902 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,923 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,923 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,923 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:34,923 - master_brain - INFO - agent4: BUY (23%)
2026-05-13 08:44:34,923 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,923 - master_brain - INFO - REASON FOR HOLD: Only 1 BUY votes. Need 3.
2026-05-13 08:44:34,923 - master_brain - INFO - Analysis complete for PA=F: HOLD (23%)
2026-05-13 08:44:34,936 - master_brain - INFO - Analyzing ES=F on 1h timeframe
2026-05-13 08:44:34,938 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,938 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,938 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,938 - master_brain - INFO - agent3: BUY (50%)
2026-05-13 08:44:34,938 - master_brain - INFO - agent4: SELL (23%)
2026-05-13 08:44:34,938 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,938 - master_brain - INFO - REASON FOR HOLD: Only 1 SELL votes. Need 3.
2026-05-13 08:44:34,938 - master_brain - INFO - Analysis complete for THETA-USD: HOLD (36%)
2026-05-13 08:44:34,938 - master_brain - INFO - Analyzing NQ=F on 1h timeframe
2026-05-13 08:44:34,960 - master_brain - INFO - --- SIGNAL DEBUGGER ---
2026-05-13 08:44:34,961 - master_brain - INFO - agent1: HOLD (0%)
2026-05-13 08:44:34,961 - master_brain - INFO - agent2: HOLD (25%)
2026-05-13 08:44:34,961 - master_brain - INFO - agent3: HOLD (20%)
2026-05-13 08:44:34,961 - master_brain - INFO - agent4: HOLD (30%)
2026-05-13 08:44:34,961 - master_brain - INFO - agent5: N/A (90%)
2026-05-13 08:44:34,961 - master_brain - INFO - REASON FOR HOLD: Only 0 SELL votes. Need 3.
2026-05-13 08:44:34,961 - master_brain - INFO - Analysis complete for GC=F: HOLD (0%)
2026-05-13 08:44:34,961 - master_brain - ERROR - Invalid symbol: ^GDAXI
2026-05-13 08:44:34,961 - master_brain - ERROR - Invalid symbol: ^FTSE
2026-05-13 08:44:34,961 - master_brain - ERROR - Invalid symbol: ^N225
2026-05-13 08:44:34,961 - master_brain - INFO - Analyzing 000001.SS on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for NQ=F (NQ=F) on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for 000001.SS (000001.SS) on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for YM=F (YM=F) on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for ES=F (ES=F) on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for NG=F (NG=F) on 1h timeframe
2026-05-13 08:44:36,676 - utils.data_fetcher - INFO - Fetching data for BZ=F (BZ=F) on 1h timeframe
2026-05-13 08:44:36,719 - utils.data_fetcher - INFO - Successfully fetched 146 candles for ES=F
